지하철역,도로명주소,lat,lng
까치산,서울특별시 강서구 강서로 지하54(화곡동),37.5319560847746,126.846611592059
신정,서울특별시 양천구 오목로 지하179(신정동),37.5252107928783,126.857290392028
목동,서울특별시 양천구 오목로 지하245(목동),37.52619868083,126.864742584692
오목교,서울특별시 양천구 오목로 지하342(목동),37.5244500703802,126.875354626254
양평,서울특별시 영등포구 양산로 지하21(양평동2가),37.5255116853806,126.886865676125
영등포시장,서울특별시 영등포구 양산로 지하200(영등포동5가),37.5227345248969,126.904959169819
신길,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),37.5176677017212,126.914336937521
여의도,서울특별시 영등포구 여의나루로 지하40(여의도동),37.5218423045786,126.924484687694
여의나루,서울특별시 영등포구 여의동로 지하343(여의도동),37.5270851610199,126.932863954929
마포,서울특별시 마포구 마포대로 지하33(도화동),37.5395837885645,126.945920370023
애오개,서울특별시 마포구 마포대로 지하210(아현동),37.5533624029594,126.95661326016
서대문,서울특별시 종로구 통일로 지하126(평동),37.565856271913,126.966637398787
광화문,서울특별시 종로구 세종대로 지하172(세종로),37.5716228232824,126.976787992565
청구,서울특별시 중구 청구로 지하77(신당동),37.5602939125022,127.013806006802
신금호,서울특별시 성동구 금호로 지하154(금호동2가),37.5545324884294,127.020064146247
행당,서울특별시 성동구 행당로 지하89(행당동),37.5572784369263,127.029232035475
마장,서울특별시 성동구 마장로 지하296(마장동),37.5662827804848,127.043163438528
답십리,서울특별시 성동구 천호대로 지하300(용답동),37.5664458277827,127.05318095956
장한평,서울특별시 동대문구 천호대로 지하405(장안동),37.5615026802954,127.064421108758
군자,서울특별시 광진구 천호대로 지하550(능동),37.5573631939521,127.079017279019
아차산,서울특별시 광진구 천호대로 지하657(능동),37.5524011361136,127.08937059931
광나루,서울특별시 광진구 아차산로 지하571(광장동),37.5452786641598,127.103686533578
천호,서울특별시 강동구 천호대로 지하997(천호동),37.5385789820645,127.123742434482
강동,서울특별시 강동구 천호대로 지하1097(천호동),37.5355205088294,127.133529582127
길동,서울특별시 강동구 양재대로 지하1480(길동),37.5378115570072,127.13999920444
굽은다리,서울특별시 강동구 양재대로 지하1572(명일동),37.5457314720664,127.142970847846
명일,서울특별시 강동구 양재대로 지하1632(명일동),37.5512602756216,127.144000929119
고덕,서울특별시 강동구 고덕로 지하253(고덕동),37.5550473189056,127.15394941502
상일동,서울특별시 강동구 고덕로 지하359(상일동),37.5566643781876,127.165829221931
둔촌동,서울특별시 강동구 양재대로 지하1369(둔촌동),37.5276413733277,127.136190298465
올림픽공원,서울특별시 송파구 양재대로 지하1233(방이동),37.5160876492782,127.130600140827
방이,서울특별시 송파구 양재대로 지하1127(방이동),37.5085564458698,127.125854699016
개롱,서울특별시 송파구 오금로 지하402(가락동),37.4978146566399,127.135158595127
거여,서울특별시 송파구 오금로 지하499(거여동),37.4932073280335,127.144032331306
강일,서울특별시 강동구 고덕로 지하456(강일동),37.5575265973614,127.175938009116
미사,경기도 하남시 미사강변동로 지하90(망월동),37.5631031857702,127.19269715129
하남풍산,경기도 하남시 덕풍서로 지하50(덕풍동),37.5520576727898,127.203870649661
하남시청,경기도 하남시 하남대로 지하820(덕풍동),37.5419015378666,127.206464400472
하남검단산,경기도 하남시 대청로 지하100(창우동),37.5397591397808,127.22344448627
마천,서울특별시 송파구 마천로57길 지하7(마천동),37.4946706182588,127.152320621872
응암,서울특별시 은평구 증산로 지하477(신사동),37.5987423282207,126.915512801302
역촌,서울특별시 은평구 서오릉로 지하63(녹번동),37.6060390534435,126.922967946327
독바위,서울특별시 은평구 불광로 지하129-1(불광동),37.6183988849915,126.932810138476
구산,서울특별시 은평구 연서로 지하137-1(구산동),37.6112122196295,126.917182386796
새절,서울특별시 은평구 증산로 지하400(신사동),37.5918270544017,126.913911983591
증산,서울특별시 은평구 증산로 지하306(증산동),37.5841954778004,126.910057587886
월드컵경기장,서울특별시 마포구 월드컵로 지하240(성산동),37.569942569034,126.899033325814
마포구청,서울특별시 마포구 월드컵로 지하190(성산동),37.5634263131969,126.903356973848
망원,서울특별시 마포구 월드컵로 지하77(망원동),37.5560572923314,126.910033925408
상수,서울특별시 마포구 독막로 지하85(상수동),37.5477716665856,126.922409857908
광흥창,서울특별시 마포구 독막로 지하165(창전동),37.5474860706906,126.931939240491
대흥,서울특별시 마포구 대흥로 지하85(대흥동),37.5476683544726,126.942465251709
효창공원앞,서울특별시 용산구 백범로 지하287(효창동),37.5393766399926,126.961258439813
녹사평,서울특별시 용산구 녹사평대로 지하195(용산동4가),37.5348314193581,126.987028473368
이태원,서울특별시 용산구 이태원로 지하177(이태원동),37.534483277545,126.993721655506
한강진,서울특별시 용산구 이태원로 지하287(한남동),37.5402951544226,127.001748287649
버티고개,서울특별시 중구 다산로 지하38(신당동),37.5480418375007,127.007084969776
창신,서울특별시 종로구 지봉로 지하112(창신동),37.5800168892429,127.015211194258
안암,서울특별시 성북구 고려대로 지하89(안암동5가),37.5862804833256,127.029213030111
고려대,서울특별시 성북구 종암로 지하1(종암동),37.590649686622,127.036284948669
월곡,서울특별시 성북구 월곡로 지하107(하월곡동),37.6014210523409,127.041184766468
상월곡,서울특별시 성북구 화랑로 지하157(상월곡동),37.6062641394281,127.048326622029
돌곶이,서울특별시 성북구 화랑로 지하243(석관동),37.610550696559,127.056425217652
석계,서울특별시 노원구 화랑로 지하 347-1(월계동) ,37.6150480846952,127.066118430844
태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.6185137762138,127.075368429731
화랑대,서울특별시 노원구 화랑로 지하510(공릉동),37.6198943887187,127.083744624338
봉화산,서울특별시 중랑구 신내로 지하232(신내동),37.6176537624438,127.090758129505
신내,서울특별시 중랑구 용마산로136길 33 신내차량기지,37.6100945305971,127.110257980303
장암,경기도 의정부시 동일로 121(장암동),37.7001189599459,127.053135359006
도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),37.6891205614059,127.046528790935
수락산,서울특별시 노원구 동일로 지하1662(상계동),37.6776259369995,127.055374584266
마들,서울특별시 노원구 동일로 지하1530-1(상계동),37.6650864331785,127.057687709213
중계,서울특별시 노원구 동일로 지하1308-1(중계동),37.6448906789921,127.064246723057
하계,서울특별시 노원구 동일로 지하1196(하계동),37.6364521240646,127.067988537404
공릉,서울특별시 노원구 동일로 지하1074(공릉동),37.6254769202851,127.073005201049
먹골,서울특별시 중랑구 동일로 지하901(묵동),37.6106250591244,127.077764798784
중화,서울특별시 중랑구 동일로 지하797(중화동),37.6015796992834,127.079469204905
상봉,서울특별시 중랑구 망우로 297(상봉동),37.5967093285386,127.085741817289
면목,서울특별시 중랑구 면목로 지하407(면목동) ,37.5883848968931,127.087567841531
사가정,서울특별시 중랑구 사가정로 지하393(면목동),37.5807945533834,127.088439058456
