사용월,호선명,지하철역,승차총승객수,하차총승객수
202101,1호선,가능,107119,105533
202101,1호선,가산디지털단지,326367,379970
202101,1호선,간석,99325,95507
202101,1호선,개봉,375003,395170
202101,1호선,관악,126040,118817
202101,1호선,광명,53292,46844
202101,1호선,광운대,136165,130829
202101,1호선,구로,334271,339299
202101,1호선,구일,105623,110857
202101,1호선,군포,144171,144729
202101,1호선,금정,464489,480412
202101,1호선,금천구청,206542,208170
202101,1호선,남영,161848,169539
202101,1호선,노량진,134269,142715
202101,1호선,녹양,76935,73790
202101,1호선,녹천,82057,70231
202101,1호선,당정,107801,103364
202101,1호선,대방,224913,234111
202101,1호선,덕계,45279,41200
202101,1호선,덕정,87718,86839
202101,1호선,도봉,104432,101700
202101,1호선,도봉산,126800,74099
202101,1호선,도원,46108,47599
202101,1호선,도화,70899,65804
202101,1호선,독산,313840,333548
202101,1호선,동대문,185270,174894
202101,1호선,동두천,31029,35550
202101,1호선,동두천중앙,50115,48924
202101,1호선,동묘앞,127823,133762
202101,1호선,동암,265685,269579
202101,1호선,동인천,232364,220721
202101,1호선,두정,81137,81134
202101,1호선,망월사,117374,122716
202101,1호선,명학,166448,166019
202101,1호선,방학,161196,159635
202101,1호선,배방,15821,14871
202101,1호선,백운,122300,121833
202101,1호선,병점,223854,221694
202101,1호선,보산,23379,21852
202101,1호선,봉명,20831,20041
202101,1호선,부개,146486,140148
202101,1호선,부천,565559,569615
202101,1호선,부평,505461,533648
202101,1호선,서동탄,26737,22534
202101,1호선,서빙고,32412,30097
202101,1호선,서울,774530,673026
202101,1호선,서정리,97547,91996
202101,1호선,석계,136711,156550
202101,1호선,석수,179143,159541
202101,1호선,성균관대,240854,241934
202101,1호선,성환,50876,50613
202101,1호선,세류,50894,48020
202101,1호선,세마,43378,40259
202101,1호선,소사,161616,153496
202101,1호선,소요산,37756,32116
202101,1호선,송내,481602,482116
202101,1호선,송탄,66194,63344
202101,1호선,수원,533303,567660
202101,1호선,시청,367905,360739
202101,1호선,신길,164047,137528
202101,1호선,신도림,68097,67406
202101,1호선,신설동,242779,238892
202101,1호선,신이문,150928,141926
202101,1호선,신창,15260,14779
202101,1호선,쌍용,30208,28246
202101,1호선,아산,43723,40271
202101,1호선,안양,360850,365273
202101,1호선,양주,122186,116821
202101,1호선,역곡,471621,474147
202101,1호선,영등포,622656,640597
202101,1호선,오류동,205382,198363
202101,1호선,오산,156170,155998
202101,1호선,오산대,51269,46439
202101,1호선,옥수,788,562
202101,1호선,온수,110093,109561
202101,1호선,온양온천,56852,56773
202101,1호선,왕십리,218425,250136
202101,1호선,외대앞,119661,120935
202101,1호선,용산,511793,517694
202101,1호선,월계,104066,100239
202101,1호선,응봉,30931,26861
202101,1호선,의왕,154715,155240
202101,1호선,의정부,300817,305728
202101,1호선,이촌,64556,50486
202101,1호선,인천,51086,37123
202101,1호선,제기동,305145,312697
202101,1호선,제물포,172074,165179
202101,1호선,종각,591385,561228
202101,1호선,종로3가,391446,355298
202101,1호선,종로5가,382717,374431
202101,1호선,주안,317488,291839
202101,1호선,중동,158172,151274
202101,1호선,지제,47226,44286
202101,1호선,지행,100988,100122
202101,1호선,직산,11976,12059
202101,1호선,진위,27709,23828
202101,1호선,창동,6,0
202101,1호선,천안,74151,76577
202101,1호선,청량리,586064,603369
202101,1호선,평택,180581,176163
202101,1호선,한남,74320,69526
202101,1호선,화서,127720,125252
202101,1호선,회룡,210209,211553
202102,1호선,가능,109509,106341
202102,1호선,가산디지털단지,315368,367937
202102,1호선,간석,100712,96628
202102,1호선,개봉,376406,391532
202102,1호선,관악,125344,117201
202102,1호선,광명,54222,47675
202102,1호선,광운대,137234,132342
202102,1호선,구로,331266,337793
202102,1호선,구일,107069,111199
202102,1호선,군포,136390,136474
202102,1호선,금정,455301,464821
202102,1호선,금천구청,205816,205714
202102,1호선,남영,162987,170862
202102,1호선,노량진,145001,149567
202102,1호선,녹양,78476,74667
202102,1호선,녹천,81874,69735
202102,1호선,당정,106049,101378
202102,1호선,대방,226950,233552
202102,1호선,덕계,46805,42420
202102,1호선,덕정,91812,89555
202102,1호선,도봉,104824,101339
202102,1호선,도봉산,130502,79554
202102,1호선,도원,45721,47164
202102,1호선,도화,71745,66254
202102,1호선,독산,300195,317804
202102,1호선,동대문,193403,182159
202102,1호선,동두천,32228,37384
202102,1호선,동두천중앙,52037,51091
202102,1호선,동묘앞,137115,143704
202102,1호선,동암,266767,270403
202102,1호선,동인천,236370,224887
202102,1호선,두정,80619,81120
202102,1호선,망월사,120758,124932
202102,1호선,명학,157700,156509
202102,1호선,방학,164183,161568
202102,1호선,배방,16403,15583
202102,1호선,백운,122866,122455
202102,1호선,병점,230107,228459
202102,1호선,보산,25404,23695
202102,1호선,봉명,20286,19538
202102,1호선,부개,148028,140439
202102,1호선,부천,580658,584565
