관광지명,도로명주소,lat,lng,분류,Unnamed: 0
한성백제박물관,,37.515505,127.121175,문화,52.0
한국분재박물관,,37.45313676,127.0758032,문화,53.0
롯데월드 가든스테이지,,37.51130961,127.0981418,문화,54.0
예술가의집,,37.58050229,127.0032562,문화,55.0
가람화랑,,37.574275,126.985575,문화,56.0
간송미술관,,37.5936596,126.996905,문화,57.0
예지원,,37.5517333,127.0024,문화,58.0
송중문화정보센터,,37.6183421,127.030033,문화,59.0
롯데월드 아이스링크,,37.51130961,127.0981418,문화,60.0
육영재단 어린이회관,,37.547246,127.0783044,문화,61.0
온조대왕문화체육관,,37.5567379,127.1574722,문화,62.0
용산구문화체육센터,,37.53724193,126.9676278,문화,63.0
서울연극센터,,37.5833444,127.0013025,문화,64.0
성동구립도서관,,37.5592667,127.0349875,문화,65.0
동대문구민회관,,37.5672385,127.0733795,문화,66.0
종로도서관,,37.5764744,126.9664576,문화,67.0
마포아트센터,,37.54990609,126.9455338,문화,68.0
국립현대미술관,,37.5658456,126.9737396,문화,69.0
강북청소년문화정보도서관,,37.6231131,127.0216031,문화,70.0
국립현대미술관 서울관,,37.579482,126.980363,문화,71.0
종로문화원,,37.5761054,126.9803283,문화,72.0
어린이도서관,,37.5765345,126.9678698,문화,73.0
자양4동도서관,,37.5340938,127.066226,문화,74.0
동대문구청,,37.574524,127.03965,문화,75.0
서울문화재단,,37.571509,127.0337136,문화,76.0
LG아트센터 서울,,37.56536299,126.8293888,문화,77.0
올림픽기념국민생활관,,37.5904911,126.9988244,문화,78.0
광진정보도서관,,37.5507093,127.1103315,문화,79.0
포스트극장,,37.5541249,126.9296484,문화,80.0
서울시립 남서울미술관,,37.47605354,126.9794659,문화,81.0
시민청,,37.566635,126.978675,문화,82.0
성수아트홀,,37.54541449,127.0469742,문화,83.0
동작구청,,37.51245,126.9395,문화,84.0
강남문화재단,,37.51631968,127.0423148,문화,85.0
서울풍물시장 전통문화체험관,,37.57271319,127.0255029,문화,86.0
한국사회과학도서관,,37.573532,126.96442,문화,87.0
우리금융아트홀,,37.5203397,127.1155179,문화,88.0
서서울예술교육센터,,37.52821978,126.8321453,문화,89.0
동작도서관,,37.5059908,126.9401667,문화,90.0
서대문도서관,,37.58331862,126.940858,문화,91.0
민속극장풍류,,37.50991,127.044364,문화,92.0
한국의 집 민속극장,,37.5603974,126.9946116,문화,93.0
강남스포츠문화센터,,37.4891013,127.10525,문화,94.0
대진체육관,,37.496068,127.0787594,문화,95.0
영등포문화원,,37.51612662,126.9121264,문화,96.0
흑석체육센터,,37.5099926,126.9633745,문화,97.0
사당문화회관,,37.4846843,126.9695831,문화,98.0
강남구청,,37.517305,127.047502,문화,99.0
건국대학교 박물관,,37.53918267,127.0747119,문화,100.0
서초구민체육센터,,37.498792,126.9905045,문화,101.0
송파구청,,37.514516,127.106244,문화,102.0
송파구립거마도서정보센터,,37.4935731,127.1468821,문화,103.0
서초문화예술회관 (구 서초구민회관),,37.48170939,127.0358612,문화,104.0
연세대학교 김대중도서관,,37.55698238,126.92959,문화,105.0
서울특별시교육청 남산도서관,,37.55255642,126.9821581,문화,106.0
최순우 옛집,,37.59297685,127.0003499,문화,107.0
서울시창작공간,,37.571509,127.0337136,문화,108.0
국립국어원 우리말 꿈터,,37.57915505,126.8138354,문화,109.0
학고재,,37.580376,126.9802633,문화,110.0
남산골한옥마을,,37.5591447,126.9936826,문화,111.0
코엑스 오디토리움,,37.5125518,127.0587767,문화,112.0
국립고궁박물관,,37.5766678,126.9749224,문화,113.0
떡? 부엌살림 박물관,,37.574973,126.990676,문화,114.0
관악문화원,,37.46755336,126.9449624,문화,115.0
강남구민체육관,,37.477132,127.0518293,문화,116.0
강동구립해공도서관,,37.5439721,127.1255997,문화,117.0
허준박물관,,37.56787245,126.8510312,문화,118.0
서울강서문화원,,37.5446931,126.843755,문화,119.0
아리향기작은도서관,,37.55373624,126.8709853,문화,120.0
잠실종합운동장,,37.5148022,127.0736261,문화,121.0
세실아트홀,,37.52815277,127.0318444,문화,122.0
도봉기적의도서관,,37.6812003,127.0502366,문화,123.0
개포디지털혁신파크 열림관,,37.4882029,127.0629127,문화,124.0
누하동 259,,37.57850118,126.968896,문화,125.0
해공체육문화센터,,37.5421167,127.129725,문화,126.0
은평구립도서관,,37.6190451,126.9283998,문화,127.0
스튜디오 콘크리트,,37.54245141,127.0025167,문화,128.0
프랑스문화원,,37.5595936,126.9737305,문화,129.0
노화랑,,37.5748997,126.9839998,문화,130.0
구로구민체육센터,,37.5066167,126.8533046,문화,131.0
구로아트밸리예술극장,,37.4966724,126.888881,문화,132.0
금천구청,,37.4570784,126.8957012,문화,133.0
금천구시설관리공단,,37.445777,126.902654,문화,134.0
관악구민종합체육센터,,37.4730143,126.9601883,문화,135.0
중구청소년수련관,,37.5518563,127.0125662,문화,136.0
개포도서관,,37.4829604,127.063769,문화,137.0
은평역사한옥박물관,,37.64040095,126.9380555,문화,138.0
금빛휘트니스센터,,37.4528929,126.90425,문화,139.0
로댕갤러리,,37.5614574,126.9751773,문화,140.0
문예진흥원 아르코미술관,,37.5805409,127.0032407,문화,141.0
중구여성플라자,,37.56127687,127.0148314,문화,142.0
소호 아트 갤러리,,37.5778578,126.9692651,문화,143.0
도봉문화원,,37.65419928,127.0388705,문화,144.0
CGV 명동,,37.5633303,126.9826431,문화,145.0
남산예술센터드라마센터(구 동랑예술센터),,37.5586795,126.9882338,문화,146.0
KBS홀,,37.52596989,126.9167168,문화,147.0
강동구청,,37.530126,127.1237708,문화,148.0
강동구립성내도서관,,37.5328592,127.1333198,문화,149.0
아리랑정보도서관,,37.5998987,127.013975,문화,150.0
노원정보도서관,,37.661111,127.0650744,문화,151.0
서울애니시네마,,37.5588,126.9877125,문화,152.0
LG상남도서관,,37.5797353,126.98848,문화,153.0
서울특별시교육청 용산도서관,,37.5520064,126.9801413,문화,154.0
세컨드에비뉴 갤러리,,37.55513289,126.9949117,문화,155.0
한상수자수박물관,,37.5827892,126.9856418,문화,156.0
녹사평 용산공원 플랫폼,,37.53483142,126.9870285,문화,157.0
서울식물원,,37.56936909,126.8352343,문화,158.0
내곡느티나무쉼터,,37.46182487,127.0506972,문화,159.0
강동구민회관,,37.5458583,127.1411875,문화,160.0
소나무언덕3호도서관,,37.49233334,127.1566463,문화,161.0
국립한글박물관,,37.5210688,126.9804863,문화,162.0
도봉구민회관,,37.6541068,127.0384528,문화,163.0
월계문화정보도서관,,37.6286376,127.0561463,문화,164.0
성북여성회관,,37.59582164,127.0079853,문화,165.0
재미랑,,37.55825685,126.986215,문화,166.0
코엑스전시장,,37.5103947,127.0611127,문화,167.0
한국공예문화진흥원,,37.5740425,126.9841581,문화,168.0
목인박물관,,37.5739569,126.9836694,문화,169.0
이문체육문화센터,,37.6022699,127.068762,문화,170.0
대림정보문화도서관,,37.5042667,126.89605,문화,171.0
광화문아트홀,,37.5746022,126.964713,문화,172.0
애니살롱(재미랑5호),,37.55813432,126.9862829,문화,173.0
유리지공예관,,37.45775784,127.0123542,문화,174.0
상명아트센터,,37.60295238,126.9563156,문화,175.0
뚝섬전망문화콤플렉스,,37.53052501,127.0650304,문화,176.0
동대문구체육관,,37.5724191,127.0639379,문화,177.0
중랑문화체육관,,37.5792934,127.0957856,문화,178.0
개운산스포츠센터,,37.5967823,127.0261534,문화,179.0
운현궁,,37.576125,126.98705,문화,180.0
창동스포츠문화컴플렉스,,37.6582937,127.0508618,문화,181.0
양천문화원,,37.51076244,126.8702069,문화,182.0
강북솔샘문화정보센터,,37.6205185,127.0124524,문화,183.0
강서구 문화관광,,37.550937,126.849642,문화,184.0
강북문화예술회관,,37.6408544,127.0133421,문화,185.0
관악문화관,,37.4679596,126.94475,문화,186.0
용산아트홀,,37.532831,126.9896162,문화,187.0
영등포아트홀,,37.5262451,126.9001286,문화,188.0
강남구민회관,,37.4938226,127.0642688,문화,189.0
수유문화정보센터,,37.630129,127.017543,문화,190.0
국회도서관,,37.53291197,126.9164039,문화,191.0
서초여성가족플라자,,37.51355119,127.0121064,문화,192.0
겸재정선미술관,,37.57222297,126.838412,문화,193.0
영등포구청,,37.526436,126.896004,문화,194.0
중랑구민체육센터,,37.6151321,127.0874625,문화,195.0
성북정보도서관,,37.6048486,127.0504258,문화,196.0
강북웰빙스포츠센터,,37.6304749,127.0378273,문화,197.0
갤러리 라메르,,37.5725264,126.9849468,문화,198.0
갤러리 상,,37.5723081,126.9865397,문화,199.0
이마트은평점,,37.60035755,126.920192,문화,200.0
마포문화원,,37.54223042,126.9554912,문화,201.0
서초구립반포도서관,,37.50248707,127.0125134,문화,202.0
셀린박 갤러리,,37.52579008,127.029757,문화,203.0
배봉산 숲속 도서관,,37.57844311,127.0627351,문화,204.0
문화공간 이육사,,37.59813809,127.0326016,문화,205.0
갤러리 가이아,,37.5750777,126.9834808,문화,206.0
서대문문화체육회관,,37.58075973,126.9315574,문화,207.0
종이나라박물관,,37.5596237,127.0039674,문화,208.0
서울시립 난지미술창작스튜디오,,37.56931804,126.8785119,문화,209.0
연강홀,,37.5717079,127.0011948,문화,210.0
금천구립정보도서관,,37.4734953,126.8921364,문화,211.0
명동난타극장,,37.563411,126.9837813,문화,212.0
뮤지엄김치간,,37.5129437,127.0571142,문화,213.0
한전아트센터,,37.48560466,127.0280788,문화,214.0
아트온더무브,,37.52273452,126.9049592,문화,215.0
문화일보홀,,37.5671515,126.9685599,문화,216.0
삼각산시민청,,37.65615487,127.0130914,문화,217.0
세빛섬,,37.5124362,126.9959623,문화,218.0
문학의집서울,,37.55808417,126.9892391,문화,219.0
서울상상나라,,37.55055,127.077569,문화,220.0
강동구립암사도서관,,37.5528446,127.1333498,문화,221.0
광진구민체육센터,,37.5459907,127.106919,문화,222.0
도봉문화정보도서관,,37.6446038,127.043887,문화,223.0
서대문자연사박물관,,37.57675199,126.9378582,문화,224.0
경기여고 경운박물관,,37.4878684,127.0660782,문화,225.0
중랑구체육회,,37.5857545,127.0794754,문화,226.0
SETEC전시장(서울무역전시장),,37.4956774,127.0719118,문화,227.0
세종대학교 대양홀,,37.55160931,127.0731836,문화,228.0
국제갤러리,,37.5807006,126.9804771,문화,229.0
김영섭사진화랑,,37.57435,126.984188,문화,230.0
KT&G 상상마당 갤러리,,37.5509577,126.921063,문화,231.0
평화문화진지,,37.69080863,127.0472154,문화,232.0
디뮤지엄,,37.54415475,127.0433578,문화,233.0
허리우드 스카이쇼 (낙원상가),,37.57276307,126.9879012,문화,234.0
아웃사이트(out_sight),,37.58725869,127.0013681,문화,235.0
서울무용센터,,37.58305984,126.9278729,문화,236.0
잠실창작스튜디오,,37.51647913,127.0729996,문화,237.0
롯데콘서트홀,,37.51375196,127.1044469,문화,238.0
용산꿈나무종합타운,,37.5386613,126.965508,문화,239.0
서교예술실험센터,,37.55246841,126.9209402,문화,240.0
가나아트스페이스,,37.574983,126.983913,문화,241.0
갤러리 도올,,37.583204,126.981671,문화,242.0
아트선재센터,,37.579475,126.9818375,문화,243.0
조세박물관,,36.485435,127.2606287,문화,244.0
창신소통공작소,,37.57620484,127.0123937,문화,245.0
북촌문화센터,,37.57908788,126.9862745,문화,246.0
강서지역정보센터,,37.5589789,126.847881,문화,247.0
노원구청,,37.654358,127.056473,문화,248.0
노원어린이도서관,,37.6582022,127.0766623,문화,249.0
동대문구청 아트갤러리,,37.574524,127.03965,문화,250.0
유니버설아트센터,,37.5509798,127.0870952,문화,251.0
강서구립도서관,,37.5478818,126.8599269,문화,252.0
손기정문화체육센터,,37.5555802,126.9649505,문화,253.0
금천구립독산도서관,,37.46758019,126.9081059,문화,254.0
강남구립대치도서관,,37.49961649,127.0659173,문화,255.0
성북문화재단,,37.59915583,127.0147745,문화,256.0
국립극단 소극장 판,,37.55314654,126.9682794,문화,257.0
서울시립 북서울미술관,,37.64066045,127.0668656,문화,258.0
용산구 갈월종합사회복지관,,37.54577435,126.9748244,문화,259.0
광림아트센터 장천홀,,37.52424476,127.0267842,문화,260.0
서초구립내곡도서관,,37.45200217,127.0544427,문화,261.0
내를 건너서 숲으로 도서관,,37.591913,126.908152,문화,262.0
한양도성박물관,,37.57285709,127.0085126,문화,263.0
은평구청소년문화의집 신나는애프터센터,,37.6043735,126.9166272,문화,264.0
중랑구민회관,,37.5738058,127.0850044,문화,265.0
체신기념관,,37.57445,126.982625,문화,266.0
평강성서유물박물관,,37.49195522,126.8440613,문화,267.0
포스코미술관,,37.5057694,127.0558879,문화,268.0
필갤러리(Fill Gallery),,37.5335833,127.0097801,문화,269.0
서울남산국악당,,37.55842868,126.9937073,문화,270.0
동자아트홀,,37.55167943,126.9729051,문화,271.0
구로구립개봉도서관,,37.48899216,126.8588934,문화,272.0
일신홀,,37.53716704,127.0055166,문화,273.0
더줌아트센터,,37.53612286,127.0073076,문화,274.0
구로 꿈나무극장,,37.48956474,126.8864738,문화,275.0
킵인터치,,37.57731339,126.9849464,문화,276.0
서울도서관,,37.56631742,126.9778292,문화,277.0
용산공예관,,37.53902726,127.0020755,문화,278.0
서울특별시여성능력개발원,,37.54323634,126.9497819,문화,279.0
명동예술극장,,37.56397613,126.9842173,문화,280.0
금천구립가산도서관,,37.47349155,126.8921298,문화,281.0
가나아트센터,,37.6121853,126.9750798,문화,282.0
KT&G상상마당 대치,,37.5069075,127.0650936,문화,283.0
KT체임버홀,,37.52945987,126.8711177,문화,284.0
상촌재,,37.5818557,126.9696776,문화,285.0
구로구립 글마루한옥어린이도서관,,37.50691506,126.8456366,문화,286.0
우리은행 본점,,37.55943835,126.981751,문화,287.0
서울책보고,,37.5223926,127.102983,문화,288.0
유담헌,,37.5835776,126.9853994,문화,289.0
용산 백합어린이도서관,,37.54872075,126.9768001,문화,290.0
용산구 효창사랑 작은도서관,,37.54229828,126.962833,문화,291.0
서울생각마루,,37.53100839,127.0642253,문화,292.0
서울휴먼라이브러리,,37.58388985,127.058782,문화,293.0
동덕아트갤러리,,37.5749033,126.9833114,문화,294.0
동호갤러리,,37.5731158,126.9852158,문화,295.0
국기원,,37.5019899,127.03031,문화,296.0
토포하우스,,37.574083,126.984313,문화,297.0
아트하우스 모모,,37.56446452,126.9502888,문화,298.0
강남구립못골한옥어린이도서관,,37.47330498,127.0997276,문화,299.0
폼텍웍스홀,,37.5506957,126.9179163,문화,300.0
서울함 공원,,37.55578806,126.8939537,문화,301.0
강남구립역삼도서관,,37.49537384,127.0332825,문화,302.0
코리아나미술관,,37.52406916,127.032811,문화,303.0
여의도한강공원물빛무대,,37.53287894,126.9291297,문화,304.0
서울하수도과학관,,37.5570865,127.0580683,문화,305.0
사각사각 플레이스,,37.51762763,127.0867365,문화,306.0
강동구립천호도서관,,37.54052196,127.1340837,문화,307.0
용산구 남영동 자치회관,,37.54577435,126.9748244,문화,308.0
용산구 원효로1동 자치회관,,37.53724193,126.9676267,문화,309.0
용산구 원효로2동 자치회관,,37.53435322,126.9515483,문화,310.0
용산구 효창동 자치회관,,37.54250925,126.96184,문화,311.0
홍익대 대학로 아트센터,,37.57655858,127.00145,문화,312.0
공갤러리,,37.5727833,126.9865375,문화,313.0
농업박물관,,37.5668447,126.9683226,문화,314.0
장충체육관,,37.5581865,127.00679,문화,315.0
동국대학교 박물관,,37.5582533,127.0023443,문화,316.0
몽촌역사관,,37.5238852,127.1243709,문화,317.0
갤러리 선앤문,,37.5743508,126.9857422,문화,318.0
갤러리 JJ,,37.5183075,127.0283879,문화,319.0
동대문구 답십리도서관,,37.57319264,127.0503605,문화,321.0
노원문화원,,37.62879899,127.0698009,문화,322.0
이건하우스,,37.55596416,126.9197039,문화,323.0
중랑평생학습관,,37.60056074,127.1014872,문화,324.0
간송미술문화재단,,37.56741128,127.010889,문화,325.0
구로구립개봉어린이도서관,,37.49674308,126.855912,문화,326.0
동대문구 정보화도서관,,37.58996951,127.0472897,문화,327.0
OCI미술관,,37.57323951,126.9821283,문화,328.0
쉼박물관,,37.59949,126.955663,문화,329.0
삼성출판박물관,,37.6086466,126.9570848,문화,330.0
서울올림픽기념관,,37.5203397,127.1155179,문화,331.0
이화여자대학교 박물관,,37.56446452,126.9502888,문화,332.0
한국금융사박물관,,37.5686681,126.9764215,문화,333.0
짚?풀 생활사박물관,,37.5849163,126.9997938,문화,334.0
성북구립 최만린미술관,,37.61065934,127.0042902,문화,335.0
아이러브아트센터,,37.52579008,127.029757,문화,336.0
강남구립청담도서관,,37.52509058,127.0492919,문화,337.0
금천구립시흥도서관,,37.44963195,126.9146119,문화,338.0
서울자유시민대학,,37.570787,126.966338,문화,339.0
성동구립용답도서관,,37.566684,127.051297,문화,340.0
강남구립논현도서관,,37.51727791,127.0371879,문화,341.0
강남구립즐거운도서관,,37.49972884,127.0578474,문화,342.0
조계사,,37.57389314,126.9818817,문화,343.0
서울문화예술철도 영등포시장역(아트온더무브),,37.52273452,126.9049592,문화,344.0
서울금성당 샤머니즘박물관,,37.63513448,126.9253782,문화,345.0
용산공예관,,37.53902726,127.0020755,문화,346.0
용산구립장애인복지관,,37.54730608,126.9615705,문화,347.0
금천구립도서관,,37.4675724,126.9080685,문화,348.0
동대문도서관,,37.57385655,127.0241852,문화,349.0
서울로 7017,,37.55490866,126.9674335,문화,350.0
단성갤러리,,37.5738854,126.9852786,문화,351.0
오유아트홀,,37.48369956,127.0464155,문화,352.0
아름꿈도서관,,37.57269758,127.0171158,문화,353.0
갤러리 비선재,,37.53576326,127.0142785,문화,354.0
용산구 한강로동 자치회관,,37.52743913,126.9679658,문화,355.0
강남구립행복한도서관,,37.50230604,127.0641871,문화,356.0
강남구립역삼푸른솔도서관,,37.49649864,127.03203,문화,357.0
가회민화박물관,,37.58150962,126.985228,문화,358.0
강남구립못골도서관,,37.47153801,127.0965826,문화,359.0
숭인제1동 자치회관,,37.57519472,127.0197653,문화,360.0
국립극단 백성희장민호극장,,37.55314654,126.9682794,문화,361.0
금천구립금나래도서관,,37.45706565,126.8960369,문화,362.0
서리풀청년아트갤러리,,37.48113823,127.013504,문화,363.0
현대카드 스토리지,,37.53681055,127.0008661,문화,364.0
용산구립청파도서관,,37.55392482,126.9676059,문화,365.0
SETEC전시장,,37.49578919,127.0717943,문화,366.0
동서화랑,,37.574325,126.9846,문화,367.0
부엉이 박물관,,37.587076,126.9829594,문화,368.0
사비나미술관,,37.63012857,126.9292757,문화,369.0
팝콘D스퀘어,,37.5297718,126.9647415,문화,370.0
대원 콘텐츠 라이브,,37.5297718,126.9647415,문화,371.0
월곡꿈그림도서관,,37.6041693,127.0420713,문화,372.0
한양대학교 박물관,,37.55450355,127.0466112,문화,373.0
우리소리도서관,,37.57448239,126.9902329,문화,374.0
예스24 라이브홀,,37.54572677,127.1079679,문화,375.0
BHAK,,37.54288685,127.0032009,문화,376.0
전쟁기념관,,37.53731405,126.9784661,문화,377.0
대학로문화공간,,37.5822968,127.0036504,문화,378.0
덕성여자대학교 박물관,,37.65247041,127.0158349,문화,379.0
도산안창호 기념관,,37.5239978,127.0356302,문화,380.0
경찰박물관,,37.5690096,126.9696222,문화,381.0
김희수아트센터,,37.59051371,127.0430477,문화,382.0
국립박물관문화재단,,37.52470224,126.9777402,문화,383.0
용산 고래이야기 작은도서관,,37.54190885,126.9616452,문화,384.0
수색동 주민센터(다목적실),,37.58416548,126.897566,문화,385.0
서울특별시 청년허브,,37.60940705,126.9349539,문화,386.0
중랑마을지원센터,,37.59894587,127.0931053,문화,387.0
서울시립미술관,,37.5642066,126.9737733,문화,388.0
구로구립 온누리도서관,,37.49689123,126.8859561,문화,389.0
국립민속박물관,,37.5815645,126.9789313,문화,390.0
한국가구박물관,,37.60037831,126.9934492,문화,391.0
한국은행 화폐금융박물관,,37.5620607,126.9805213,문화,392.0
노원구민체육센터,,37.6481321,127.070725,문화,393.0
코리아나 화장박물관,,37.52450168,127.0326936,문화,394.0
롯데월드 시네마,,37.51375196,127.1044469,문화,395.0
윤동주문학관,,37.5920259,126.9669236,문화,396.0
도봉문화재단 쌍문채움도서관,,37.64704212,127.0262302,문화,397.0
국립어린이청소년 도서관,,37.50090193,127.0296765,문화,398.0
한국천주교순교자박물관,,37.54413544,126.9117936,문화,399.0
장안평 자동차산업 종합정보센터,,37.56032466,127.064517,문화,400.0
관악청소년센터,,37.4702439,126.9352433,문화,401.0
관악구청,,37.47820977,126.9515032,문화,402.0
서초문화원,,37.4818291,127.0359583,문화,403.0
안중근의사기념관,,37.5534654,126.9803691,문화,404.0
서울교육사료관,,37.579777,126.9832525,문화,405.0
건국대학교 새천년대공연장,,37.53918267,127.0747119,문화,406.0
양천도서관,,37.5335602,126.8762308,문화,407.0
몽골 울란바타르 문화진흥원,,37.54554942,127.0982047,문화,408.0
디지털 파빌리온,,37.57942834,126.889783,문화,409.0
서울역사박물관,,37.5701434,126.9704375,문화,410.0
돈화문 서울무형문화재교육전시장,,37.57693514,126.9911045,문화,411.0
구립마포청소년문화의집,,37.5804167,126.884,문화,412.0
용산 꿈나무 종합타운,,37.53890263,126.9650145,문화,413.0
메이커시티 세운,,37.5702408,126.9950782,문화,414.0
서울생활문화센터 서교,,37.55080217,126.9167159,문화,415.0
한강공원,,37.53893287,127.0417291,문화,416.0
서울시립과학관,,37.64199411,127.0774371,문화,417.0
구슬모아당구장,,37.53465828,127.0098071,문화,418.0
서울한방진흥센터 서울약령시한의약박물관,,37.58059996,127.0375862,문화,419.0
스페이스 신선,,37.53736772,127.0012746,문화,420.0
갤러리비케이 이태원,,37.53695713,127.0012964,문화,421.0
구립구산동도서관마을,,37.60951019,126.9130879,문화,422.0
국립현대미술관 덕수궁관,,37.56616914,126.9739845,문화,423.0
신도림 오페라하우스,,37.5079891,126.8909248,문화,424.0
갤러리 현대,,37.576675,126.979825,문화,425.0
서강대학교 박물관,,37.55146931,126.943025,문화,426.0
롯데시네마 노원,,37.65527873,127.0613917,문화,427.0
상봉시네마,,37.5967167,127.0890973,문화,428.0
전기박물관,,37.48560466,127.0280788,문화,429.0
빈집프로젝트,,37.47491177,126.9038834,문화,430.0
영산양재홀,,37.48048538,127.0384175,문화,431.0
서울암사동유적,,37.55985381,127.1308316,문화,432.0
김동수플레이하우스,,37.5765,127.0025375,문화,433.0
까망소극장,,37.5812208,127.0040346,문화,434.0
언더스탠드에비뉴,,37.5436228,127.0435859,문화,435.0
JCC 아트센터,,37.58746789,127.0022644,문화,436.0
서울역사편찬원,,37.521846,127.1242086,문화,437.0
문화비축기지,,37.57034561,126.8950312,문화,438.0
강남구립도곡정보문화도서관,,37.48831184,127.0388787,문화,439.0
신문박물관,,37.5698125,126.9776744,문화,440.0
갤러리 세줄,,37.6134132,126.9751579,문화,441.0
갤러리미즈,,37.5740205,126.9851335,문화,442.0
서울 아트 시네마,,37.5698574,126.9918633,문화,443.0
부암아트홀,,37.5958212,126.9641028,문화,444.0
세실극장,,37.5667574,126.9757243,문화,445.0
해바라기 소극장,,37.58164381,127.0043746,문화,446.0
장지공방,,37.47861741,127.1191082,문화,447.0
김세중미술관,,37.54201785,126.9638828,문화,448.0
Art Space Loo,,37.53113488,126.9705005,문화,449.0
삼청각,,37.59728217,126.9835263,문화,450.0
밀알학교 세라믹 팔레스홀,,37.4858171,127.0824692,문화,451.0
금나래갤러리,,37.45706565,126.8960369,문화,452.0
송파어린이도서관,,37.51210207,127.0824292,문화,453.0
가톨릭대학교 전례박물관,,37.5850448,127.004623,문화,454.0
강남씨어터,,37.49537321,127.0332838,문화,455.0
충무로영상센터 오!재미동,,37.56117313,126.99411,문화,456.0
구의아리수문화재,,37.54421954,127.0929693,문화,457.0
옹기테마공원 체험장,,37.61264804,127.088524,문화,458.0
연희문학창작촌,,37.57167312,126.9309538,문화,459.0
성북선잠박물관,,37.59321623,126.9982393,문화,460.0
경향아트힐 2층 썬앤문 전용관,,37.5680003,126.9697239,문화,461.0
시립용산노인종합복지관,,37.53133868,127.006498,문화,462.0
구립상림도서관,,37.64421599,126.9289424,문화,463.0
두산갤러리,,37.57181233,127.0010001,문화,464.0
마포구립서강도서관,,37.5477397,126.9320894,문화,465.0
경희대학교 자연사박물관,,37.59394914,127.054891,문화,466.0
우면산관문사,,37.47375033,127.0222823,문화,467.0
크리에이터스 스페이스,,37.58348609,127.0305032,문화,468.0
동덕여자대학교 박물관,,37.60681483,127.0411763,문화,469.0
신당창작아케이드,,37.5673552,127.0195172,문화,470.0
주한이탈리아문화원,,37.53716704,127.0055166,문화,471.0
일본공보문화원,,37.5768328,126.9866725,문화,472.0
중국문화원,,37.5745917,126.9713625,문화,473.0
경인미술관,,37.5743957,126.9855213,문화,474.0
동대문 디자인 플라자,,37.56681313,127.0096257,문화,475.0
CKL 스테이지,,37.56852759,126.9816265,문화,476.0
구로구립 하늘도서관,,37.48737567,126.8813483,문화,477.0
구로구립궁동어린이도서관,,37.50221091,126.8292614,문화,478.0
문래예술공장,,37.51322307,126.9001378,문화,479.0
공릉청소년문화정보센터,,37.6215862,127.0830657,문화,480.0
반포잠원교육지원센터,,37.50509404,127.0133786,문화,481.0
성암아트홀,,37.5110475,127.0429711,문화,482.0
샘터 파랑새 극장,,37.5815588,127.0023112,문화,483.0
서울아트센터,,37.5694595,126.9847764,문화,484.0
관훈갤러리,,37.5738697,126.9842614,문화,485.0
금호미술관,,37.5775115,126.9798243,문화,486.0
정독도서관,,37.5810398,126.9829524,문화,487.0
국립중앙박물관 극장 용,,37.52470224,126.9777402,문화,488.0
숙명여자대학교 박물관,,37.54383249,126.9654584,문화,489.0
이화여고 100주년기념관,,37.5662346,126.9706692,문화,490.0
예술극장 <나무와 물>,,37.5848997,127.0003713,문화,491.0
토탈미술관,,37.6121236,126.9756892,문화,492.0
대학로 열린 극장,,37.5836265,127.0004798,문화,493.0
갤러리 아트사이드,,37.5742388,126.9843332,문화,494.0
양천문화회관,,37.5164888,126.8631233,문화,495.0
강남도서관,,37.5137356,127.0469916,문화,496.0
강동도서관,,37.53808297,127.1435009,문화,497.0
강북문화정보도서관,,37.6251737,127.036125,문화,498.0
어반아트,,37.5207027,127.0230798,문화,499.0
예맥,,37.5800043,126.9809602,문화,500.0
대안공간 풀,,37.6064279,126.9592138,문화,501.0
화정박물관,,37.6046985,126.9659264,문화,502.0
일민미술관,,37.5697905,126.9776751,문화,503.0
노원청소년수련관,,37.6403878,127.0597454,문화,504.0
동숭아트센터,,37.5837289,127.0036762,문화,505.0
불교미술관,,37.5741333,126.9827462,문화,506.0
이화여자대학교 자연사박물관,,37.56446452,126.9502888,문화,507.0
서울시립대학교 박물관,,37.5831425,127.0568383,문화,508.0
노원평생학습관,,37.63951386,127.0678213,문화,509.0
롯데화랑(본점),,37.5653936,126.9808087,문화,510.0
청아소극장(구 리듬공간소극장),,37.5839997,127.0027142,문화,511.0
노원어린이극장,,37.65445005,127.0636923,문화,512.0
영산아트홀,,37.52927196,126.9248927,문화,513.0
소마미술관,,37.51686487,127.1181845,문화,514.0
극단연우무대,,37.586966,127.0017811,문화,515.0
강동어린이회관아이누리홀,,37.529163,127.122469,문화,516.0
초전섬유 퀼트박물관,,37.5580718,126.984193,문화,517.0
지구촌 민속박물관,,37.5545569,126.9814096,문화,518.0
동산방화랑,,37.572942,126.98335,문화,519.0
예술의 전당,,37.4802402,127.0142152,문화,520.0
아리랑 씨네센터,,37.60011909,127.0138937,문화,521.0
글로브극장,,37.5765,127.0025375,문화,522.0
인사아트센터,,37.5740008,126.9846706,문화,523.0
조선일보미술관,,37.5679682,126.9751842,문화,524.0
조형갤러리,,37.571933,126.984788,문화,525.0
카이스갤러리,,37.5284647,127.0350237,문화,526.0
백암아트홀,,37.5103944,127.066052,문화,527.0
모시는 사람들,,37.586634,127.0004776,문화,528.0
브레이크 아웃 전용극장,,37.5689546,126.9880891,문화,529.0
모차르트홀,,37.48641666,127.0045249,문화,530.0
